PLAYER_ID,PLAYER_NAME,GAME_DATE,MATCHUP,MIN,PTS,REB,AST,STL,BLK,TOV,FG_PCT,FG3_PCT,FT_PCT,PLUS_MINUS,NBA_FANTASY_PTS,SEASON
2544,LeBron James,2024-03-18T00:00:00,LAL vs. ATL,28.65,25,7,10,0,0,2,0.714,0.4,1.0,20,46.4,2023-24
2544,LeBron James,2024-03-16T00:00:00,LAL vs. GSW,37.7,40,8,9,1,1,4,0.652,0.6,0.875,-6,65.1,2023-24
2544,LeBron James,2024-03-13T00:00:00,LAL @ SAC,40.11333333333334,18,13,9,2,0,5,0.375,0.25,0.667,-10,48.1,2023-24
2544,LeBron James,2024-03-10T00:00:00,LAL vs. MIN,37.85,29,8,9,0,0,4,0.625,0.5,0.778,14,48.1,2023-24
2544,LeBron James,2024-03-06T00:00:00,LAL vs. SAC,36.13333333333333,31,5,13,1,0,3,0.625,0.25,1.0,-3,56.5,2023-24
2544,LeBron James,2024-03-04T00:00:00,LAL vs. OKC,30.983333333333334,19,11,8,1,0,3,0.5,0.333,0.8,14,44.2,2023-24
2544,LeBron James,2024-03-02T00:00:00,LAL vs. DEN,37.11666666666667,26,4,9,3,0,3,0.6,0.4,0.0,-1,50.3,2023-24
2544,LeBron James,2024-02-29T00:00:00,LAL vs. WAS,38.76166666666666,31,4,9,1,1,4,0.5,0.4,0.714,-5,51.3,2023-24
2544,LeBron James,2024-02-28T00:00:00,LAL @ LAC,37.016666666666666,34,6,8,0,2,3,0.619,0.583,1.0,11,56.2,2023-24
2544,LeBron James,2024-02-25T00:00:00,LAL @ PHX,36.79666666666667,28,7,12,2,1,3,0.632,0.5,0.25,-8,60.4,2023-24
2544,LeBron James,2024-02-23T00:00:00,LAL vs. SAS,34.28333333333333,30,7,9,1,0,2,0.591,0.667,1.0,21,52.9,2023-24
2544,LeBron James,2024-02-13T00:00:00,LAL vs. DET,30.7,25,1,8,0,0,4,0.6,0.5,1.0,9,34.2,2023-24
2544,LeBron James,2024-02-09T00:00:00,LAL vs. NOP,37.516666666666666,21,4,14,1,1,2,0.462,1.0,0.875,15,50.8,2023-24
2544,LeBron James,2024-02-08T00:00:00,LAL vs. DEN,35.36666666666667,25,9,7,1,1,2,0.45,0.333,1.0,-6,50.3,2023-24
2544,LeBron James,2024-02-05T00:00:00,LAL @ CHA,39.53333333333333,26,4,7,1,1,4,0.545,0.0,0.667,2,43.3,2023-24
2544,LeBron James,2024-02-03T00:00:00,LAL @ NYK,40.30166666666667,24,5,5,2,1,1,0.526,0.4,1.0,11,45.5,2023-24
2544,LeBron James,2024-01-30T00:00:00,LAL @ ATL,35.81666666666667,20,9,8,1,1,3,0.412,0.333,0.444,-6,45.8,2023-24
2544,LeBron James,2024-01-29T00:00:00,LAL @ HOU,36.78333333333333,23,6,10,1,1,1,0.6,0.4,0.375,-11,50.2,2023-24
2544,LeBron James,2024-01-27T00:00:00,LAL @ GSW,47.666666666666664,36,20,12,0,0,3,0.56,0.5,1.0,-6,75.0,2023-24
2544,LeBron James,2024-01-25T00:00:00,LAL vs. CHI,35.7,25,4,12,2,0,5,0.526,0.75,1.0,14,48.8,2023-24
2544,LeBron James,2024-01-21T00:00:00,LAL vs. POR,31.0,28,5,5,0,0,3,0.5,0.375,0.9,28,38.5,2023-24
2544,LeBron James,2024-01-19T00:00:00,LAL vs. BKN,33.733333333333334,24,11,5,0,0,4,0.409,0.4,0.8,-13,40.7,2023-24
2544,LeBron James,2024-01-17T00:00:00,LAL vs. DAL,33.04333333333334,25,8,8,1,0,3,0.526,0.429,1.0,20,46.6,2023-24
2544,LeBron James,2024-01-15T00:00:00,LAL vs. OKC,38.916666666666664,25,7,6,0,0,5,0.6,0.5,0.0,2,37.4,2023-24
2544,LeBron James,2024-01-11T00:00:00,LAL vs. PHX,24.266666666666666,10,5,9,1,0,4,0.273,0.0,0.571,-25,28.5,2023-24
2544,LeBron James,2024-01-09T00:00:00,LAL vs. TOR,35.21666666666667,22,5,12,1,1,3,0.471,0.4,0.667,0,49.0,2023-24
2544,LeBron James,2024-01-07T00:00:00,LAL vs. LAC,38.11666666666667,25,8,7,1,0,4,0.579,0.333,0.667,5,44.1,2023-24
2544,LeBron James,2024-01-05T00:00:00,LAL vs. MEM,38.833333333333336,32,5,7,5,0,4,0.458,0.444,0.6,-8,59.5,2023-24
2544,LeBron James,2024-01-03T00:00:00,LAL vs. MIA,38.163333333333334,12,6,9,0,0,2,0.333,0.0,0.0,-20,30.7,2023-24
2544,LeBron James,2023-12-31T00:00:00,LAL @ NOP,36.68333333333333,34,5,8,0,1,4,0.5,0.429,0.875,-11,51.0,2023-24
2544,LeBron James,2023-12-30T00:00:00,LAL @ MIN,38.766666666666666,26,3,6,3,1,1,0.476,0.25,0.714,-5,49.6,2023-24
2544,LeBron James,2023-12-28T00:00:00,LAL vs. CHA,24.716666666666665,17,4,11,0,0,3,0.538,0.4,1.0,1,35.3,2023-24
2544,LeBron James,2023-12-25T00:00:00,LAL vs. BOS,36.78333333333333,16,9,8,0,0,3,0.357,0.5,0.833,-11,35.8,2023-24
2544,LeBron James,2023-12-23T00:00:00,LAL @ OKC,37.31,40,7,7,2,2,3,0.65,1.0,1.0,10,67.9,2023-24
2544,LeBron James,2023-12-20T00:00:00,LAL @ CHI,36.983333333333334,25,10,9,1,2,5,0.556,0.333,1.0,-11,54.5,2023-24
2544,LeBron James,2023-12-18T00:00:00,LAL vs. NYK,39.083333333333336,25,11,11,1,0,2,0.435,0.25,0.75,-13,55.7,2023-24
2544,LeBron James,2023-12-15T00:00:00,LAL @ SAS,35.94,23,7,14,2,0,2,0.412,0.333,0.7,-28,56.4,2023-24
2544,LeBron James,2023-12-12T00:00:00,LAL @ DAL,40.11666666666667,33,8,9,3,1,4,0.519,0.375,0.667,-4,64.1,2023-24
2544,LeBron James,2023-12-07T00:00:00,LAL vs. NOP,22.533333333333335,30,5,8,0,0,0,0.75,1.0,1.0,36,48.0,2023-24
2544,LeBron James,2023-12-05T00:00:00,LAL vs. PHX,40.166666666666664,31,8,11,5,0,2,0.48,0.5,0.833,12,70.1,2023-24
2544,LeBron James,2023-12-02T00:00:00,LAL vs. HOU,35.36666666666667,16,4,7,1,1,5,0.412,0.0,0.4,16,32.3,2023-24
2544,LeBron James,2023-11-30T00:00:00,LAL @ OKC,35.055,21,12,6,1,1,5,0.583,0.5,0.75,-18,45.4,2023-24
2544,LeBron James,2023-11-29T00:00:00,LAL @ DET,28.7,25,8,3,0,0,1,0.474,0.333,1.0,26,38.1,2023-24
2544,LeBron James,2023-11-27T00:00:00,LAL @ PHI,29.535,18,0,5,1,1,1,0.667,1.0,0.5,-30,30.5,2023-24
2544,LeBron James,2023-11-25T00:00:00,LAL @ CLE,35.59166666666667,22,6,6,2,2,4,0.348,0.111,0.714,2,46.2,2023-24
2544,LeBron James,2023-11-22T00:00:00,LAL vs. DAL,36.016666666666666,26,9,7,0,0,3,0.474,0.444,0.571,7,44.3,2023-24
2544,LeBron James,2023-11-21T00:00:00,LAL vs. UTA,24.016666666666666,17,7,9,0,0,2,0.6,0.6,1.0,14,36.9,2023-24
2544,LeBron James,2023-11-19T00:00:00,LAL vs. HOU,39.598333333333336,37,6,8,3,0,2,0.737,0.4,0.778,2,63.2,2023-24
2544,LeBron James,2023-11-17T00:00:00,LAL @ POR,34.53333333333333,35,5,9,2,0,3,0.591,0.556,0.667,18,57.5,2023-24
2544,LeBron James,2023-11-15T00:00:00,LAL vs. SAC,35.3,28,10,12,4,1,6,0.6,0.429,0.875,0,67.0,2023-24
2544,LeBron James,2023-11-14T00:00:00,LAL vs. MEM,22.65,16,9,6,1,0,4,0.545,0.5,0.5,15,34.8,2023-24
2544,LeBron James,2023-11-10T00:00:00,LAL @ PHX,36.38333333333333,32,11,6,1,1,4,0.647,0.75,0.636,2,56.2,2023-24
2544,LeBron James,2023-11-08T00:00:00,LAL @ HOU,27.2,18,6,2,0,0,3,0.538,0.0,0.8,-24,25.2,2023-24
2544,LeBron James,2023-11-06T00:00:00,LAL @ MIA,37.4,30,4,3,1,3,5,0.565,0.0,1.0,6,46.3,2023-24
2544,LeBron James,2023-11-04T00:00:00,LAL @ ORL,35.21666666666667,24,9,5,3,0,3,0.533,0.4,0.857,12,48.3,2023-24
2544,LeBron James,2023-11-01T00:00:00,LAL vs. LAC,42.483333333333334,35,12,7,1,2,4,0.684,0.5,0.5,6,64.9,2023-24
2544,LeBron James,2023-10-30T00:00:00,LAL vs. ORL,32.78333333333333,19,3,4,3,1,5,0.412,0.333,0.75,5,35.6,2023-24
2544,LeBron James,2023-10-29T00:00:00,LAL @ SAC,39.083333333333336,27,15,8,0,0,8,0.579,0.375,0.333,-5,49.0,2023-24
2544,LeBron James,2023-10-26T00:00:00,LAL vs. PHX,35.0,21,8,9,2,2,5,0.5,0.2,0.75,22,51.1,2023-24
